hour,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
365,1.00841509,1.00381516,1.00264002,1.00252981,1.00311387,1.00796012,1.00394551,1.00384408,1.00291665,1.00498070,1.00654509,1.00710700,1.00408899,1.00610995,1.00185154,1.00777620,1.00628847,1.00239803
366,1.00224433,1.00797351,1.00218463,1.00551663,1.00416157,1.00230882,1.00639066,1.00675896,1.00147174,1.00678229,1.00760262,1.00238711,1.00674327,1.00445632,1.00451929,1.00884605,1.00490579,1.00363787
367,1.00287499,1.00422876,1.00863366,1.00354962,1.00190751,1.00616189,1.00217917,1.00567498,1.00152385,1.00278872,1.00332373,1.00485336,1.00483124,1.00887238,1.00516010,1.00295738,1.00852832,1.00378492
368,1.00265644,1.00482783,1.00170907,1.00785827,1.00796661,1.00227102,1.00382285,1.00323983,1.00842936,1.00248577,1.00157632,1.00749414,1.00258725,1.00291260,1.00286220,1.00685402,1.00273717,1.00260243
369,1.00446184,1.00858349,1.00633250,1.00718887,1.00151308,1.00558989,1.00736933,1.00330420,1.00855260,1.00427081,1.00134874,1.00265581,1.00577488,1.00860667,1.00597115,1.00212810,1.00547967,1.00536662
370,1.00337546,1.00259425,1.00722148,1.00743808,1.00886481,1.00861059,1.00171973,1.00157922,1.00132774,1.00509898,1.00775317,1.00842039,1.00237261,1.00574886,1.00472684,1.00538809,1.00481084,1.00783611
371,1.00366469,1.00408835,1.00166803,1.00728729,1.00397975,1.00636877,1.00445351,1.00345010,1.00257524,1.00517901,1.00132645,1.00497993,1.00657279,1.00656101,1.00306145,1.00457139,1.00402816,1.00613077
372,1.00895336,1.00698541,1.00784193,1.00380248,1.00713822,1.00758699,1.00371414,1.00709835,1.00322300,1.00262791,1.00488022,1.00674700,1.00615426,1.00607504,1.00800972,1.00664608,1.00676421,1.00740654
373,1.00807128,1.00164340,1.00663921,1.00789912,1.00279693,1.00759372,1.00352296,1.00681150,1.00687270,1.00498403,1.00423010,1.00798506,1.00374263,1.00260278,1.00191369,1.00406515,1.00204989,1.00141405
374,1.00566231,1.00407453,1.00738458,1.00277672,1.00426630,1.00188921,1.00392051,1.00565413,1.00519577,1.00535116,1.00402448,1.00652393,1.00394772,1.00560413,1.00505729,1.00442167,1.00271108,1.00879303
375,1.00339643,1.00345929,1.00347073,1.00561364,1.00767460,1.00434929,1.00528493,1.00172586,1.00876233,1.00180616,1.00283988,1.00298068,1.00322234,1.00350256,1.00789524,1.00219333,1.00229867,1.00661530
376,1.00567488,1.00769736,1.00516970,1.00384696,1.00378749,1.00266773,1.00228013,1.00870331,1.00618826,1.00834847,1.00702816,1.00839348,1.00689692,1.00165546,1.00672939,1.00260058,1.00682592,1.00549857
377,1.00238094,1.00587132,1.00444672,1.00574122,1.00612596,1.00752057,1.00555528,1.00653152,1.00867489,1.00180601,1.00333685,1.00441029,1.00840094,1.00469131,1.00784032,1.00574941,1.00488503,1.00457036
378,1.00563868,1.00460657,1.00540192,1.00622177,1.00101763,1.00871821,1.00748899,1.00522442,1.00524576,1.00817924,1.00470088,1.00484981,1.00825110,1.00494956,1.00381226,1.00873282,1.00505255,1.00400974
379,1.00495435,1.00289641,1.00225626,1.00444066,1.00129219,1.00186241,1.00416039,1.00290556,1.00569843,1.00795574,1.00384980,1.00631376,1.00607484,1.00790337,1.00688058,1.00128205,1.00362914,1.00611616
380,1.00729421,1.00534178,1.00232502,1.00825574,1.00881489,1.00327226,1.00315789,1.00237514,1.00557091,1.00182157,1.00685986,1.00437436,1.00413363,1.00411308,1.00118141,1.00707590,1.00450922,1.00857132
381,1.00495709,1.00727125,1.00131595,1.00676830,1.00148748,1.00173147,1.00217419,1.00468262,1.00826756,1.00640995,1.00581644,1.00794305,1.00292160,1.00748669,1.00886484,1.00772965,1.00475061,1.00465491
382,1.00890201,1.00700983,1.00774146,1.00673700,1.00167777,1.00774758,1.00556442,1.00882294,1.00625849,1.00557908,1.00368189,1.00328238,1.00594969,1.00746717,1.00161798,1.00488427,1.00382157,1.00425881
383,1.00570777,1.00488484,1.00545323,1.00108956,1.00677404,1.00357994,1.00220851,1.00130764,1.00407471,1.00728532,1.00235198,1.00469366,1.00622622,1.00439881,1.00303379,1.00439606,1.00194983,1.00809517
384,1.00854017,1.00568888,1.00617229,1.00550029,1.00151279,1.00231846,1.00643476,1.00690946,1.00439480,1.00175168,1.00667496,1.00332887,1.00789429,1.00315927,1.00872819,1.00316265,1.00515158,1.00552931
385,1.00882149,1.00763703,1.00443368,1.00529743,1.00412147,1.00260881,1.00252962,1.00474565,1.00665792,1.00684668,1.00251849,1.00142519,1.00858252,1.00109890,1.00481822,1.00730524,1.00736229,1.00309523
386,1.00258397,1.00247967,1.00888286,1.00580065,1.00469311,1.00384544,1.00835156,1.00818513,1.00492165,1.00795908,1.00693641,1.00386217,1.00175966,1.00664359,1.00158063,1.00513485,1.00251404,1.00494417
387,1.00596104,1.00577688,1.00222012,1.00481129,1.00149843,1.00142692,1.00768736,1.00500746,1.00197548,1.00553490,1.00577185,1.00852011,1.00137116,1.00337874,1.00585330,1.00109996,1.00734496,1.00671464
388,1.00110840,1.00570132,1.00470401,1.00427360,1.00123498,1.00606178,1.00703389,1.00373564,1.00143031,1.00880249,1.00551698,1.00397357,1.00776993,1.00883662,1.00628841,1.00861945,1.00594755,1.00577660
389,1.00502816,1.00218213,1.00697567,1.00417762,1.00154712,1.00289985,1.00784340,1.00871134,1.00718883,1.00395961,1.00857614,1.00558092,1.00853919,1.00383961,1.00200704,1.00659336,1.00340413,1.00787179
390,1.00849558,1.00176205,1.00800370,1.00792709,1.00480684,1.00730194,1.00155384,1.00207759,1.00643241,1.00520124,1.00116066,1.00369400,1.00409816,1.00252518,1.00479654,1.00592367,1.00334485,1.00152982
391,1.00232941,1.00784877,1.00182117,1.00527902,1.00280328,1.00337492,1.00123522,1.00349564,1.00130747,1.00741330,1.00813961,1.00171567,1.00644988,1.00247203,1.00176213,1.00716874,1.00429069,1.00592339
392,1.00842692,1.00869436,1.00409707,1.00674546,1.00176745,1.00157997,1.00240479,1.00711530,1.00601237,1.00896940,1.00751695,1.00212219,1.00723998,1.00622309,1.00528664,1.00242549,1.00796850,1.00468625
393,1.00153424,1.00628121,1.00346439,1.00796634,1.00187982,1.00104149,1.00190556,1.00629779,1.00649523,1.00113117,1.00892363,1.00510320,1.00753833,1.00200221,1.00188351,1.00725952,1.00138241,1.00314747
394,1.00243100,1.00393528,1.00869896,1.00579091,1.00859998,1.00424417,1.00175935,1.00563464,1.00223862,1.00840527,1.00650301,1.00372488,1.00819296,1.00498427,1.00899691,1.00827945,1.00339870,1.00742007
395,1.00541365,1.00538651,1.00358617,1.00564041,1.00341321,1.00186180,1.00231569,1.00228770,1.00513195,1.00175972,1.00896939,1.00550224,1.00685494,1.00719596,1.00633865,1.00251428,1.00682717,1.00566186
396,1.00862211,1.00671411,1.00361427,1.00373443,1.00248883,1.00799512,1.00825886,1.00858496,1.00139521,1.00673140,1.00560678,1.00210691,1.00611651,1.00850058,1.00448566,1.00327897,1.00688793,1.00838498
397,1.00116166,1.00332652,1.00718300,1.00686112,1.00722987,1.00553710,1.00285284,1.00741985,1.00494757,1.00374253,1.00739861,1.00483658,1.00825249,1.00871698,1.00779540,1.00187385,1.00610307,1.00526101
398,1.00142851,1.00860175,1.00332668,1.00197230,1.00116552,1.00683252,1.00505890,1.00399424,1.00423349,1.00837685,1.00687567,1.00723440,1.00520861,1.00175852,1.00215530,1.00158917,1.00198118,1.00127264
399,1.00404845,1.00628755,1.00310950,1.00251920,1.00527586,1.00518545,1.00178952,1.00394331,1.00323524,1.00201183,1.00320661,1.00677565,1.00522269,1.00849272,1.00313642,1.00502629,1.00372996,1.00526653
400,1.00298842,1.00793781,1.00794389,1.00431519,1.00649259,1.00809911,1.00765073,1.00154995,1.00649370,1.00255890,1.00146429,1.00531353,1.00101454,1.00544825,1.00493438,1.00823949,1.00277314,1.00267082
401,1.00664769,1.00684540,1.00803096,1.00560949,1.00223370,1.00508035,1.00674136,1.00467652,1.00274829,1.00130246,1.00421277,1.00576414,1.00380535,1.00634673,1.00830759,1.00701255,1.00828271,1.00607813
402,1.00649862,1.00833308,1.00124709,1.00591597,1.00828919,1.00318681,1.00288923,1.00366671,1.00148178,1.00769896,1.00572045,1.00427851,1.00816297,1.00764040,1.00355862,1.00629695,1.00739012,1.00715206
403,1.00206784,1.00708459,1.00392831,1.00653879,1.00715546,1.00531499,1.00163636,1.00638777,1.00366314,1.00157639,1.00615754,1.00385728,1.00727622,1.00247595,1.00360820,1.00332503,1.00455529,1.00484077
404,1.00819641,1.00694709,1.00157323,1.00136022,1.00576425,1.00467000,1.00134791,1.00586433,1.00774285,1.00687011,1.00417728,1.00266427,1.00553063,1.00233237,1.00150776,1.00797754,1.00523430,1.00282909
405,1.00604484,1.00183883,1.00392050,1.00458062,1.00765932,1.00378884,1.00779168,1.00714870,1.00586473,1.00281857,1.00298635,1.00570734,1.00885822,1.00754139,1.00368944,1.00765348,1.00530772,1.00773604
406,1.00247611,1.00195740,1.00893137,1.00255314,1.00890266,1.00351606,1.00711173,1.00298897,1.00293421,1.00360509,1.00329472,1.00219143,1.00484591,1.00609807,1.00156047,1.00279774,1.00442119,1.00152940
407,1.00165359,1.00222440,1.00860059,1.00795127,1.00513938,1.00653747,1.00722789,1.00871738,1.00589394,1.00162789,1.00308954,1.00769177,1.00816797,1.00287804,1.00871119,1.00513850,1.00122085,1.00714631
408,1.00629352,1.00621071,1.00298830,1.00364573,1.00805899,1.00148947,1.00367320,1.00290603,1.00884301,1.00298916,1.00234916,1.00490263,1.00848396,1.00810997,1.00422577,1.00645439,1.00674494,1.00119987
409,1.00584325,1.00324142,1.00685773,1.00787539,1.00392826,1.00153032,1.00516497,1.00867951,1.00678333,1.00408169,1.00587462,1.00741968,1.00469761,1.00556202,1.00262053,1.00381859,1.00719172,1.00405088
410,1.00233869,1.00573864,1.00575060,1.00893102,1.00283913,1.00778402,1.00437329,1.00128126,1.00358229,1.00197361,1.00112760,1.00502109,1.00578069,1.00756067,1.00605447,1.00189343,1.00595804,1.00774801
411,1.00125301,1.00523620,1.00437070,1.00241707,1.00682069,1.00368039,1.00279581,1.00551748,1.00276402,1.00766434,1.00791883,1.00597572,1.00181101,1.00437446,1.00570235,1.00802510,1.00317738,1.00621481
412,1.00104764,1.00273897,1.00700972,1.00788277,1.00364321,1.00454960,1.00357434,1.00123471,1.00570360,1.00248290,1.00515369,1.00632114,1.00563738,1.00346741,1.00799739,1.00514996,1.00709300,1.00464062
413,1.00428217,1.00229048,1.00278344,1.00255022,1.00661748,1.00539262,1.00472256,1.00596879,1.00430953,1.00111593,1.00206023,1.00452946,1.00852461,1.00356049,1.00735109,1.00678929,1.00659504,1.00283710
414,1.00792924,1.00271845,1.00363530,1.00243067,1.00657622,1.00285309,1.00307378,1.00830837,1.00341583,1.00855638,1.00276962,1.00201365,1.00607817,1.00132727,1.00795876,1.00538184,1.00885418,1.00179421
415,1.00302750,1.00558385,1.00460206,1.00268568,1.00290352,1.00496761,1.00576540,1.00604500,1.00438040,1.00486141,1.00314128,1.00737330,1.00462407,1.00456937,1.00256862,1.00531493,1.00533075,1.00277208
416,1.00733689,1.00374607,1.00866593,1.00562159,1.00666047,1.00293897,1.00229637,1.00115398,1.00502629,1.00310208,1.00761207,1.00373710,1.00723715,1.00698396,1.00596930,1.00137977,1.00274068,1.00203978
417,1.00410992,1.00584300,1.00458687,1.00587146,1.00885986,1.00492004,1.00550938,1.00479970,1.00264519,1.00548455,1.00261067,1.00116874,1.00785264,1.00580519,1.00484607,1.00890055,1.00356683,1.00630708
418,1.00866375,1.00359606,1.00687557,1.00848659,1.00216103,1.00379177,1.00869048,1.00294443,1.00625587,1.00335535,1.00515740,1.00873189,1.00237033,1.00168462,1.00303008,1.00502050,1.00667409,1.00272941
419,1.00373567,1.00420121,1.00444908,1.00669071,1.00846775,1.00151436,1.00373530,1.00298879,1.00581058,1.00763080,1.00583414,1.00586199,1.00350923,1.00744780,1.00896797,1.00315001,1.00612680,1.00732005
420,1.00506711,1.00865050,1.00165006,1.00703954,1.00746219,1.00898276,1.00376581,1.00423931,1.00880906,1.00477374,1.00641417,1.00722401,1.00113321,1.00793784,1.00553203,1.00281026,1.00581759,1.00133258
421,1.00665177,1.00580698,1.00261823,1.00653037,1.00489807,1.00311962,1.00333001,1.00349393,1.00302392,1.00360745,1.00765287,1.00341332,1.00711253,1.00767000,1.00665091,1.00120040,1.00435804,1.00295277
422,1.00496393,1.00387713,1.00336235,1.00875456,1.00464123,1.00122139,1.00104101,1.00706171,1.00430983,1.00631018,1.00662021,1.00853186,1.00265276,1.00369983,1.00499235,1.00199270,1.00810933,1.00506122
423,1.00718102,1.00475752,1.00219431,1.00358451,1.00793867,1.00895923,1.00774684,1.00758549,1.00331017,1.00360257,1.00467473,1.00341897,1.00136935,1.00277182,1.00692117,1.00402657,1.00775567,1.00515233
424,1.00280025,1.00759800,1.00511100,1.00426232,1.00782532,1.00319019,1.00285528,1.00895221,1.00103730,1.00416474,1.00180971,1.00538694,1.00224854,1.00138294,1.00895628,1.00658515,1.00586160,1.00697224
425,1.00155036,1.00592809,1.00178172,1.00766971,1.00173394,1.00675478,1.00844906,1.00123298,1.00270602,1.00434988,1.00129997,1.00509600,1.00211125,1.00849292,1.00303390,1.00764003,1.00547249,1.00295261
426,1.00347054,1.00295822,1.00100702,1.00159972,1.00758348,1.00354830,1.00669155,1.00664887,1.00259665,1.00457086,1.00629240,1.00633947,1.00211502,1.00553734,1.00779000,1.00724232,1.00540592,1.00335796
427,1.00292974,1.00858693,1.00867039,1.00293934,1.00352999,1.00490339,1.00147363,1.00535943,1.00231941,1.00329851,1.00425531,1.00684657,1.00397843,1.00758498,1.00890234,1.00169548,1.00256350,1.00466278
428,1.00329858,1.00518935,1.00569700,1.00374888,1.00861033,1.00813681,1.00536646,1.00372030,1.00812027,1.00805828,1.00255383,1.00369845,1.00189673,1.00416342,1.00204604,1.00345805,1.00676317,1.00689781
429,1.00256266,1.00293283,1.00874998,1.00671500,1.00441718,1.00463982,1.00813027,1.00464553,1.00131482,1.00206967,1.00210689,1.00293769,1.00156312,1.00306594,1.00790075,1.00159565,1.00291104,1.00138093
430,1.00439843,1.00263622,1.00713685,1.00414155,1.00665713,1.00234781,1.00693661,1.00806296,1.00248092,1.00491711,1.00637166,1.00865723,1.00116760,1.00794282,1.00837775,1.00885546,1.00749983,1.00715623
431,1.00584874,1.00465660,1.00840584,1.00882455,1.00382801,1.00447259,1.00892493,1.00646735,1.00849770,1.00729611,1.00844121,1.00331894,1.00636646,1.00134348,1.00483572,1.00339615,1.00892859,1.00667070
432,1.00830841,1.00693112,1.00110200,1.00632949,1.00804978,1.00486600,1.00868929,1.00330814,1.00831925,1.00602268,1.00782053,1.00224623,1.00486756,1.00877726,1.00600550,1.00697472,1.00116444,1.00102422
433,1.00586992,1.00781262,1.00736821,1.00318748,1.00408675,1.00629069,1.00201139,1.00793276,1.00824466,1.00139204,1.00633201,1.00652332,1.00470192,1.00525391,1.00722419,1.00420606,1.00276858,1.00678344
434,1.00686412,1.00133136,1.00870061,1.00386570,1.00278161,1.00322680,1.00531661,1.00732428,1.00297224,1.00186864,1.00699360,1.00386037,1.00687433,1.00272209,1.00644045,1.00350239,1.00203437,1.00756953
435,1.00435847,1.00240353,1.00468764,1.00846915,1.00475363,1.00410891,1.00164822,1.00637424,1.00723174,1.00812683,1.00395879,1.00460334,1.00776163,1.00370264,1.00893960,1.00663721,1.00352714,1.00207030
436,1.00831813,1.00342525,1.00547839,1.00146538,1.00105059,1.00606032,1.00541973,1.00517972,1.00858159,1.00472474,1.00566465,1.00326065,1.00695907,1.00594342,1.00303663,1.00521872,1.00569663,1.00438392
437,1.00679647,1.00565224,1.00535905,1.00367845,1.00517086,1.00570007,1.00507940,1.00281182,1.00445708,1.00644804,1.00791735,1.00555396,1.00633374,1.00497527,1.00130843,1.00559460,1.00270762,1.00761365
438,1.00587125,1.00576312,1.00449749,1.00657297,1.00782946,1.00233721,1.00165095,1.00607243,1.00625552,1.00752027,1.00703384,1.00254408,1.00518371,1.00639370,1.00376656,1.00228471,1.00669369,1.00260052
439,1.00366285,1.00339343,1.00895963,1.00628385,1.00288429,1.00772449,1.00519089,1.00199620,1.00227301,1.00156893,1.00492880,1.00780561,1.00267075,1.00662993,1.00342567,1.00626935,1.00563835,1.00521362
440,1.00242307,1.00415778,1.00797960,1.00218674,1.00189986,1.00806548,1.00736840,1.00126494,1.00281805,1.00314739,1.00377130,1.00641692,1.00123352,1.00553065,1.00492395,1.00777239,1.00570576,1.00396250
441,1.00714848,1.00862119,1.00203540,1.00543029,1.00282607,1.00830708,1.00104053,1.00813335,1.00256244,1.00488460,1.00433164,1.00152183,1.00206317,1.00524377,1.00231315,1.00588750,1.00185506,1.00697665
442,1.00619635,1.00817504,1.00890510,1.00101015,1.00406009,1.00858677,1.00828447,1.00211590,1.00244345,1.00181810,1.00665905,1.00510629,1.00696186,1.00574384,1.00253124,1.00571324,1.00644730,1.00308216
443,1.00685655,1.00152205,1.00765772,1.00160787,1.00143070,1.00642381,1.00419113,1.00622026,1.00473311,1.00212719,1.00543369,1.00610249,1.00745489,1.00323308,1.00336361,1.00322176,1.00222101,1.00582444
444,1.00772515,1.00293557,1.00304334,1.00875196,1.00660282,1.00196347,1.00657461,1.00710040,1.00714749,1.00582944,1.00108646,1.00877376,1.00314671,1.00665975,1.00726352,1.00647729,1.00149376,1.00647392
445,1.00726036,1.00230035,1.00498216,1.00440013,1.00597796,1.00466109,1.00814544,1.00151406,1.00779548,1.00324617,1.00786015,1.00627813,1.00686024,1.00500716,1.00198426,1.00783730,1.00186805,1.00586501
446,1.00533770,1.00584565,1.00327716,1.00822308,1.00611134,1.00117857,1.00324302,1.00256657,1.00887186,1.00577500,1.00446462,1.00615110,1.00660537,1.00367825,1.00832278,1.00162006,1.00771634,1.00467414
447,1.00394989,1.00134233,1.00405961,1.00611852,1.00745485,1.00844639,1.00635741,1.00651585,1.00659128,1.00536356,1.00634901,1.00823021,1.00407723,1.00591049,1.00310433,1.00201377,1.00203413,1.00248073
448,1.00583674,1.00641428,1.00709102,1.00458766,1.00750761,1.00199235,1.00631826,1.00686211,1.00431631,1.00501313,1.00209264,1.00716073,1.00727661,1.00151250,1.00535322,1.00329230,1.00744782,1.00460175
449,1.00130101,1.00750934,1.00330970,1.00372490,1.00838755,1.00226697,1.00161975,1.00827716,1.00806271,1.00602595,1.00397902,1.00210127,1.00579493,1.00829121,1.00348805,1.00803419,1.00840461,1.00536381
450,1.00338391,1.00669011,1.00382349,1.00783223,1.00571785,1.00626994,1.00309113,1.00160991,1.00661846,1.00530832,1.00327933,1.00337758,1.00734671,1.00121406,1.00821460,1.00323842,1.00482029,1.00509117
451,1.00760646,1.00696702,1.00156103,1.00827632,1.00745334,1.00387351,1.00880110,1.00776710,1.00418546,1.00345246,1.00573569,1.00443076,1.00393169,1.00138120,1.00526620,1.00198692,1.00677821,1.00876778
452,1.00626673,1.00448118,1.00466397,1.00656335,1.00810768,1.00374629,1.00264124,1.00397627,1.00721331,1.00863430,1.00760757,1.00888894,1.00190064,1.00616442,1.00527646,1.00366144,1.00622523,1.00490959
453,1.00527338,1.00429808,1.00792390,1.00769814,1.00412516,1.00879254,1.00633382,1.00133356,1.00326850,1.00131840,1.00157237,1.00660716,1.00823429,1.00811329,1.00836033,1.00470557,1.00811567,1.00163376
454,1.00201035,1.00788359,1.00453698,1.00629727,1.00468764,1.00719395,1.00525455,1.00657176,1.00671222,1.00811558,1.00327146,1.00581930,1.00424912,1.00470076,1.00205584,1.00650384,1.00341219,1.00114611
455,1.00444156,1.00626360,1.00652733,1.00689729,1.00368761,1.00211300,1.00313089,1.00646377,1.00248469,1.00720953,1.00606131,1.00348214,1.00693357,1.00562330,1.00817545,1.00554414,1.00803246,1.00430080
456,1.00573592,1.00754832,1.00396042,1.00405755,1.00748862,1.00727695,1.00379379,1.00797151,1.00454756,1.00251168,1.00108939,1.00832315,1.00384938,1.00177092,1.00262796,1.00827684,1.00319115,1.00362173
457,1.00449384,1.00714752,1.00388914,1.00660124,1.00893138,1.00336788,1.00454545,1.00453702,1.00248179,1.00680515,1.00573178,1.00827112,1.00357844,1.00653728,1.00798078,1.00458829,1.00532346,1.00707359
458,1.00848017,1.00867491,1.00258662,1.00544084,1.00596127,1.00406468,1.00710053,1.00377927,1.00593630,1.00367307,1.00341735,1.00364611,1.00328863,1.00886116,1.00565818,1.00226832,1.00329080,1.00860596
459,1.00638837,1.00795843,1.00349741,1.00161264,1.00659399,1.00296654,1.00895528,1.00858137,1.00538943,1.00685462,1.00627215,1.00773116,1.00446533,1.00176195,1.00443249,1.00163981,1.00650583,1.00120872
460,1.00497460,1.00855914,1.00364219,1.00166052,1.00640234,1.00603199,1.00808498,1.00551986,1.00437226,1.00154318,1.00302075,1.00111045,1.00746754,1.00502948,1.00713115,1.00825495,1.00451000,1.00850053
461,1.00603442,1.00714922,1.00134002,1.00527424,1.00272146,1.00201125,1.00324989,1.00109401,1.00776617,1.00296109,1.00354181,1.00289664,1.00243972,1.00156698,1.00183574,1.00335627,1.00130363,1.00404958
